Timestamp,X,Y,Theta,Linear Velocity,Angular Velocity
2025-11-13 01:04:37,3.4757370948791504,7.5493974685668945,-2.4290897846221924,0.0,0.0
2025-11-13 01:04:37,3.4757370948791504,7.5493974685668945,-2.4290897846221924,0.0,0.0
2025-11-13 01:04:37,3.4757370948791504,7.5493974685668945,-2.4290897846221924,0.0,0.0
2025-11-13 01:04:37,3.4757370948791504,7.5493974685668945,-2.4290897846221924,0.0,0.0
2025-11-13 01:04:37,3.4757370948791504,7.5493974685668945,-2.4290897846221924,0.0,0.0
2025-11-13 01:04:37,3.4757370948791504,7.5493974685668945,-2.4290897846221924,0.0,0.0
2025-11-13 01:04:37,3.4757370948791504,7.5493974685668945,-2.4290897846221924,0.0,0.0
2025-11-13 01:04:37,3.4757370948791504,7.5493974685668945,-2.4290897846221924,0.0,0.0
2025-11-13 01:04:37,3.4757370948791504,7.5493974685668945,-2.4290897846221924,0.0,0.0
2025-11-13 01:04:37,3.4757370948791504,7.5493974685668945,-2.4290897846221924,0.0,0.0
2025-11-13 01:04:37,3.4757370948791504,7.5493974685668945,-2.4290897846221924,0.0,0.0
2025-11-13 01:04:37,3.4757370948791504,7.5493974685668945,-2.4290897846221924,0.0,0.0
2025-11-13 01:04:37,3.4757370948791504,7.5493974685668945,-2.4290897846221924,0.0,0.0
2025-11-13 01:04:37,3.4757370948791504,7.5493974685668945,-2.4290897846221924,0.0,0.0
2025-11-13 01:04:37,3.4757370948791504,7.5493974685668945,-2.4290897846221924,0.0,0.0
2025-11-13 01:04:37,3.4757370948791504,7.5493974685668945,-2.4290897846221924,0.0,0.0
2025-11-13 01:04:37,3.4757370948791504,7.5493974685668945,-2.4290897846221924,0.0,0.0
2025-11-13 01:04:37,3.4757370948791504,7.5493974685668945,-2.4290897846221924,0.0,0.0
2025-11-13 01:04:37,3.4757370948791504,7.5493974685668945,-2.4290897846221924,0.0,0.0
2025-11-13 01:04:37,3.4757370948791504,7.5493974685668945,-2.4290897846221924,0.0,0.0
2025-11-13 01:04:37,3.4757370948791504,7.5493974685668945,-2.4290897846221924,0.0,0.0
2025-11-13 01:04:37,3.4757370948791504,7.5493974685668945,-2.4290897846221924,0.0,0.0
2025-11-13 01:04:37,3.4757370948791504,7.5493974685668945,-2.4290897846221924,0.0,0.0
